statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Facebook posts,"December 4, 2024","""The city of… is being warned to be alert & vigilant as there is a serial killer on the run,”  Robert Thibodeau.",false,Facebook post,Consumer Safety; Crime; Florida; Facebook Fact-checks; Michigan,Maria Briceño,"December 17, 2024",https://www.politifact.com/factchecks/2024/dec/17/facebook-posts/robert-thibodeau-is-not-a-serial-killer-on-the-run/
Threads posts,"December 9, 2024",“A $7.20 an hour McDonalds employee … now gets a cool 1/2 million dollar reward” for helping police find the suspected UnitedHealthcare CEO shooter.,false,post,Crime; Facebook Fact-checks,Sara Swann,"December 11, 2024",https://www.politifact.com/factchecks/2024/dec/11/threads-posts/no-a-mcdonalds-employee-isnt-getting-a-500000-rewa/
Social Media,"December 9, 2024","Substack article shows manifesto of Luigi Mangione, the suspect in health care executive's killing.",false,social media posts,National; Corrections and Updates; Crime; Facebook Fact-checks; New York,Jeff Cercone,"December 10, 2024",https://www.politifact.com/factchecks/2024/dec/10/social-media/no-evidence-luigi-mangione-published-viral-deleted/
Threads posts,"December 9, 2024","Elon Musk criticized the UnitedHealthcare CEO shooter on X, saying, “It’s disgusting how everyone is turning this guy into some kind of folk hero.”",false,Threads post,Fake news; Health Care; Crime,Sofia Ahmed,"December 10, 2024",https://www.politifact.com/factchecks/2024/dec/10/threads-posts/no-elon-musk-didnt-say-he-was-disgusted-about-ever/
Donald Trump,"October 27, 2024","“As California attorney general, (Kamala Harris) redefined child sex trafficking, assault with a deadly weapon, and rape of an unconscious person as a totally nonviolent crime.”",false,remarks at a rally at Madison Square Garden,Crime; California,Grace Abels,"November 1, 2024",https://www.politifact.com/factchecks/2024/nov/01/donald-trump/trumps-false-claim-that-harris-redefined-crimes-li/
Donald Trump,"October 29, 2024","In Lancaster, Pa., “We caught them with 2,600 votes. We caught them cold, 2,600 votes. ... And every vote was written by the same person.""",false,rally,National; Elections; Crime; Pennsylvania,Amy Sherman,"October 30, 2024",https://www.politifact.com/factchecks/2024/oct/30/donald-trump/trumps-claim-that-2600-votes-were-caught-in-lancas/
Eric Hovde,"October 8, 2024",“Milwaukee is one of the sex trafficking capitals in our country.”,mostly-true,Public appearance,Criminal Justice; Legal Issues; Crime; Sexuality; Wisconsin,Ricardo Torres,"October 29, 2024",https://www.politifact.com/factchecks/2024/oct/29/eric-hovde/hovde-called-milwaukee-a-sex-trafficking-capital-i/
Kari Lake,"October 9, 2024","“Arizona was safe” when she moved to the state in 1994, but has become “unsafe.”",false,Senate debate,Crime; Arizona; 2024 Senate Elections,Louis Jacobson,"October 11, 2024",https://www.politifact.com/factchecks/2024/oct/11/kari-lake/kari-lake-says-arizona-was-safer-in-1994-but-crime/
Donald Trump,"September 29, 2024","Kamala Harris ""let in the 13,099 convicted murderers and opposes all efforts to find them and to remove them.""",false,rally,Immigration; Crime,Marta Campabadal Graus,"October 2, 2024",https://www.politifact.com/factchecks/2024/oct/02/donald-trump/why-donald-trumps-claim-that-kamala-harris-let-in/
Donald Trump,"September 29, 2024",Vice President Kamala Harris “even wants to legalize fentanyl.”,false,rally,National; Drugs; Elections; Crime,Amy Sherman,"October 1, 2024",https://www.politifact.com/factchecks/2024/oct/01/donald-trump/trump-said-harris-wants-to-legalize-fentanyl-thats/
JD Vance,"September 15, 2024","In Springfield, Ohio, “murders are up by 81%.”",mostly-false,CNN interview,Immigration; Elections; Crime,Madison Czopek,"September 23, 2024",https://www.politifact.com/factchecks/2024/sep/23/jd-vance/vance-cherry-picks-data-to-claim-81-murder-spike-a/
Republican Governors Association,"June 24, 2024","“On (Josh) Stein’s watch, rapes in North Carolina are up 53%.”",mostly-false,campaign advertisement,Crime; North Carolina,Paul Specht,"September 17, 2024",https://www.politifact.com/factchecks/2024/sep/17/republican-governors-association/anti-stein-ad-cherry-picks-stat-about-rape-in-nort/
Donald Trump,"August 23, 2024",“There’s been a 43% increase in violent crimes since I left office.”,mostly-false,campaign event,Crime,Louis Jacobson,"September 4, 2024",https://www.politifact.com/factchecks/2024/sep/04/donald-trump/donald-trump-said-violent-crime-is-up-43-but-that/
Donald Trump,"August 15, 2024",California law lets you “rob a store as long as it’s not more than $950” and “not get charged.” Kamala Harris “did that.”,false,news conference,National; Elections; Crime; California,Jeff Cercone,"August 19, 2024",https://www.politifact.com/factchecks/2024/aug/19/donald-trump/donald-trump-misleads-about-a-2014-california-crim/
Tim Walz,"August 6, 2024",“Violent crime was up under Donald Trump.”,half-true,rally,Crime,Louis Jacobson,"August 7, 2024",https://www.politifact.com/factchecks/2024/aug/07/tim-walz/was-tim-walz-right-that-violent-crime-was-up-under/
Donald Trump Jr.,"July 17, 2024","After being shot at a Milwaukee rally in 1912, former President Teddy Roosevelt “finished his speech and he kept fighting.”",mostly-true,Speech,National; Elections; Crime; Guns; Wisconsin,Madeline Heim,"July 18, 2024",https://www.politifact.com/factchecks/2024/jul/18/donald-trump-jr/trump-jr-mostly-right-on-story-about-teddy-rooseve/
Kari Lake,"July 16, 2024","“Just last week, Ruben Gallego voted to let the millions of people who poured into our country illegally cast a ballot in this upcoming election.”",false,a speech at RNC,Immigration; National; Elections; Crime; Arizona; 2024 Senate Elections,Amy Sherman,"July 17, 2024",https://www.politifact.com/factchecks/2024/jul/17/kari-lake/rnc-night-2-kari-lakes-false-claim-that-gallego-vo/
Threads posts,"July 14, 2024",Trump campaign rally gunman Thomas Matthew Crooks was “arrested more than once.”,false,post on Threads,Criminal Justice; Elections; Crime; Facebook Fact-checks,Ranjan Jindal,"July 16, 2024",https://www.politifact.com/factchecks/2024/jul/16/threads-posts/claim-that-thomas-matthew-crooks-was-arrested-more/
Joe Biden,"July 13, 2024",“The idea that there’s political violence or violence in America like this is just unheard of.”,false,statement to the media,National; Elections; Crime; Guns,Louis Jacobson,"July 15, 2024",https://www.politifact.com/factchecks/2024/jul/15/joe-biden/is-political-violence-unheard-of-the-long-history/
Social Media,"July 13, 2024","Donald Trump staged the shooting at his rally in Butler, Pennsylvania.",pants-fire,social media posts,National; Crime; Guns,Samantha Putterman,"July 14, 2024",https://www.politifact.com/factchecks/2024/jul/14/social-media/donald-trump-staged-the-shooting-at-his-rally-in-b/
Instagram posts,"June 30, 2024",The city of San Francisco posted street signs warning that “stolen goods must remain under $950.”,false,Instagram post,Crime; California; Facebook Fact-checks,Jeff Cercone,"July 2, 2024",https://www.politifact.com/factchecks/2024/jul/02/instagram-posts/san-francisco-street-signs-warning-of-950-retail-t/
Donald Trump,"June 15, 2024",Crime statistics “no longer include data from 30% of the country including the biggest and most violent cities.”,false,remarks,Crime,Louis Jacobson,"June 18, 2024",https://www.politifact.com/factchecks/2024/jun/18/donald-trump/donald-trump-wrong-that-crime-stats-exclude-30-of/
Joe Biden,"May 24, 2024","""The last administration oversaw the largest increase in murders ever recorded.""",half-true,campaign email,Crime,Louis Jacobson,"June 10, 2024",https://www.politifact.com/factchecks/2024/jun/10/joe-biden/did-donald-trump-oversee-the-biggest-one-year-rise/
Donald Trump,"May 29, 2024","Joe Biden “is letting millions of people from jails, from prisons, from insane asylums, from mental institutions, drug dealers pour in.”",pants-fire,comments to reporters,Immigration; National; Elections; Crime,Maria Ramirez Uribe,"June 6, 2024",https://www.politifact.com/factchecks/2024/jun/06/donald-trump/fact-check-trumps-ridiculous-claim-that-millions-o/
Donald Trump,"June 2, 2024","Speaking about Hillary Clinton: “I didn’t say, ‘Lock her up.’ ”",pants-fire,interview with Fox,National; Elections; Crime,Amy Sherman,"June 3, 2024",https://www.politifact.com/factchecks/2024/jun/03/donald-trump/fact-check-trump-falsely-said-he-didnt-say-lock-he/
Social Media,"May 29, 2024",Judge Juan Merchan told New York jurors the verdict in Donald Trump’s trial does not need to be unanimous.,false,social media posts,National; Legal Issues; Crime; New York,Louis Jacobson,"May 29, 2024",https://www.politifact.com/factchecks/2024/may/29/social-media/fact-checking-the-misleading-claim-that-the-trump/
Joe Biden,"May 15, 2024",“Violent crime is near a record 50-year low.”,true,speech at a police memorial service,Corrections and Updates; Crime,Louis Jacobson,"May 28, 2024",https://www.politifact.com/factchecks/2024/may/28/joe-biden/joe-biden-is-correct-that-violent-crime-is-near-a/
Facebook posts,"April 30, 2024",Hacker Hamza Bendelladj was executed.,false,Facebook post,Criminal Justice; Crime; Facebook Fact-checks,Ciara O'Rourke,"May 3, 2024",https://www.politifact.com/factchecks/2024/may/03/facebook-posts/the-happy-hacker-lives-hamza-bendelladj-wasnt-exec/
Kamala Harris,"April 15, 2024",“As many as 75% of school shootings resulted from a gun that was not secured.”,mostly-false,moderated conversation,National; Children; Crime; Guns,Samantha Putterman,"April 22, 2024",https://www.politifact.com/factchecks/2024/apr/22/kamala-harris/are-75-of-guns-used-in-school-shootings-found-unse/
X posts,"April 11, 2024","An X post that said, “I did it” was “the last thing O.J. Simpson tweeted before he passed.”",false,post on X,Crime,Madison Czopek,"April 12, 2024",https://www.politifact.com/factchecks/2024/apr/12/tweets/fact-checking-the-false-claim-that-oj-simpson-post/
Donald Trump,"April 2, 2024","""Crime is down in Venezuela by 67% because they're taking their gangs and their criminals and depositing them very nicely into the United States.”",false,speech,Immigration; Crime,Maria Ramirez Uribe,"April 10, 2024",https://www.politifact.com/factchecks/2024/apr/10/donald-trump/donald-trump-exaggerates-venezuelan-crime-drop-and/
Robert F. Kennedy Jr.,"April 5, 2024","On Jan. 6, 2021, U.S. Capitol “protestors carried no weapons.”",pants-fire,statement on his website,National; Corrections and Updates; Crime; Jan. 6,Amy Sherman,"April 5, 2024",https://www.politifact.com/factchecks/2024/apr/05/robert-f-kennedy-jr/rfk-jr-falsely-said-that-jan-6-protestors-carried/
Instagram posts,"March 29, 2024",The FBI admitted that Venezuela emptied its prisons and sent the inmates to the U.S.,false,Instagram post,Immigration; Homeland Security; Crime; Facebook Fact-checks,Sofia Ahmed,"April 4, 2024",https://www.politifact.com/factchecks/2024/apr/04/instagram-posts/no-the-fbi-did-not-say-venezuela-sent-its-prison-p/
Nancy Mace,"March 30, 2024","“Since Joe Biden took office, crime has skyrocketed across our country.”",mostly-false,post on X,Criminal Justice; Crime,Louis Jacobson,"April 3, 2024",https://www.politifact.com/factchecks/2024/apr/03/nancy-mace/has-crime-skyrocketed-under-joe-biden-not-exactly/
Tammy Baldwin,"March 7, 2024",“We’re facing situations these days where you have to have two officers in the evidence room in case there’s an accidental (fentanyl) exposure.”,true,Public appearance,National; Criminal Justice; Drugs; Crime; Wisconsin,Laura Schulte,"March 29, 2024",https://www.politifact.com/factchecks/2024/mar/29/tammy-baldwin/yes-many-wisconsin-police-agencies-have-two-office/
Instagram posts,"March 3, 2024","A new Missouri bill “would put teachers on the sex offense registry if they ‘contribute to social transition’” of transgender students, including by using gender-affirming pronouns.",mostly-true,Instagram post,Crime; LGBTQ; Missouri,Grace Abels,"March 11, 2024",https://www.politifact.com/factchecks/2024/mar/11/instagram-posts/missouri-bill-would-make-it-a-felony-for-teachers/
Chris Murphy,"February 11, 2024",The Bipartisan Safer Communities Act led to “a 12% reduction in urban homicides in this country.”,half-true,interview,National; Crime; Guns,Samantha Putterman,"February 15, 2024",https://www.politifact.com/factchecks/2024/feb/15/chris-murphy/the-us-homicide-rate-has-declined-but-democrat-sen/
Kelda Helen Roys,"February 1, 2024",Minnesota incarcerates “about a third of what Wisconsin does.”,true,Public appearance,Criminal Justice; Crime; States; Wisconsin,Laura Schulte,"February 14, 2024",https://www.politifact.com/factchecks/2024/feb/14/kelda-helen-roys/yes-minnesota-incarcerates-far-less-people-than-wi/
Donald Trump,"February 8, 2024",“I cooperated far more” than Joe Biden in the classified documents investigations.,pants-fire,statement to the media,National; Elections; Legal Issues; Crime,Amy Sherman,"February 9, 2024",https://www.politifact.com/factchecks/2024/feb/09/donald-trump/trump-says-he-cooperated-far-more-than-biden-in-cl/
Instagram posts,"January 4, 2024",“Epstein List” shows 166 people connected to convicted sex offender Jeffrey Epstein.,false,Instagram post,Crime; Pop Culture; Facebook Fact-checks; Jeffrey Epstein,Loreben Tuquero,"February 1, 2024",https://www.politifact.com/factchecks/2024/feb/01/instagram-posts/we-fact-checked-a-years-old-epstein-list-with-166/
Thom Tillis,"January 8, 2024",Police made ‘no arrests’ of protesters who blocked Durham Freeway,false,press release,Crime; North Carolina,Paul Specht,"January 19, 2024",https://www.politifact.com/factchecks/2024/jan/19/thom-tillis/tillis-falsely-says-police-made-no-arrests-of-prot/
Nick LaLota,"November 18, 2023",Under New York’s Clean Slate Act “violent crimes … will now be automatically sealed after a set time - like they never happened.”,mostly-false,social media post,Criminal Justice; Crime; New York,Jill Terreri Ramos,"January 1, 2024",https://www.politifact.com/factchecks/2024/jan/01/nick-lalota/nys-clean-slate-law-doesnt-keep-convictions-sealed/
Vivek Ramaswamy,"December 6, 2023",“Jan. 6 now does look like it was an inside job.”,pants-fire,Republican presidential primary debate,National; Crime; Jan. 6,Amy Sherman,"December 7, 2023",https://www.politifact.com/factchecks/2023/dec/07/vivek-ramaswamy/vivek-ramaswamy-said-jan-6-was-an-inside-job-at-al/
Gavin Newsom,"November 19, 2023","In Florida, “any woman who has an abortion after six weeks — and any doctor who gives her care — will be guilty of a felony.”",half-true,statement on X,Abortion; Crime; Florida; California,Amy Sherman,"November 29, 2023",https://www.politifact.com/factchecks/2023/nov/29/gavin-newsom/do-florida-women-doctors-face-felony-charges-for-a/
Clay Higgins,"November 15, 2023","A ""ghost bus … filled with FBI informants dressed as Trump supporters deployed onto our Capitol on January 6th.”",false,congressional hearing,Crime; Jan. 6,Madison Czopek,"November 21, 2023",https://www.politifact.com/factchecks/2023/nov/21/clay-higgins/why-a-republicans-claim-about-ghost-buses-of-fbi-i/
Facebook posts,"November 9, 2023",“There is a serial killer in Cincinnati.” Seven bodies were found “chopped up.”,false,Facebook post,Ohio; Crime; Facebook Fact-checks,Jeff Cercone,"November 10, 2023",https://www.politifact.com/factchecks/2023/nov/10/facebook-posts/no-evidence-of-a-serial-killer-in-cincinnati-polic/
TikTok posts,"October 3, 2023","An ABC News headline said, “Journalist covering the Hunter Biden case dies after being shot 7 times.”",false,video,Fake news; Crime,Grace Abels,"October 6, 2023",https://www.politifact.com/factchecks/2023/oct/06/tiktok-posts/no-this-is-not-a-real-abc-news-headline-tying-jour/
Mike Gallagher,"June 27, 2023","China sends “fentanyl into America killing 80,000 Americans a year.”",half-true,Interview,National; Border Security; Drugs; Crime; Wisconsin,Sophia Voight,"October 6, 2023",https://www.politifact.com/factchecks/2023/oct/06/mike-gallagher/gallagher-misrepresents-chinas-role-in-us-fentanyl/
Instagram posts,"September 5, 2023","“California Democrats have proposed Bill 553, which makes it ILLEGAL to confront or fight back against looters, burglars and shoplifters.”",false,Instagram post,Crime; California; Facebook Fact-checks,Sara Swann,"September 19, 2023",https://www.politifact.com/factchecks/2023/sep/19/instagram-posts/no-this-california-bill-doesnt-make-it-illegal-for/
Donald Trump,"August 15, 2023","Fulton County District Attorney Fani Willis “campaigned and raised money on, ‘I will get Trump.’”",false,Truth Social post,Georgia; National; Elections; Legal Issues; Crime,Amy Sherman,"August 18, 2023",https://www.politifact.com/factchecks/2023/aug/18/donald-trump/did-fulton-county-da-fani-willis-campaign-to-get-t/
Donald Trump,"August 4, 2023",“They are trying to make it illegal to question the results of a bad election.”,false,speech,National; Elections; Legal Issues; Crime,Amy Sherman,"August 9, 2023",https://www.politifact.com/factchecks/2023/aug/09/donald-trump/trump-says-doj-is-trying-to-criminalize-asking-que/
Facebook posts,"June 18, 2023",“New California bill charges parents with child abuse for refusing to ‘affirm’ their kid’s gender identity.”,false,video,Legal Issues; Crime; LGBTQ; California,Grace Abels,"June 22, 2023",https://www.politifact.com/factchecks/2023/jun/22/facebook-posts/california-bill-affects-custody-disputes-doesnt-ch/
TikTok posts,"June 3, 2023","“Cocaine, porn, evidence of child trafficking found in (Gov. Gretchen) Whitmer’s car.”",pants-fire,TikTok post,Crime; Facebook Fact-checks; Michigan,Ciara O'Rourke,"June 9, 2023",https://www.politifact.com/factchecks/2023/jun/09/tiktok-posts/story-about-gretchen-whitmer-drug-bust-was-fabrica/
Instagram posts,"May 24, 2023",A list shows violent crimes in Los Angeles that “people will be set free on as of today.”,false,Instagram post,Crime; Facebook Fact-checks,Loreben Tuquero,"May 26, 2023",https://www.politifact.com/factchecks/2023/may/26/instagram-posts/social-media-post-misleads-with-los-angeles-county/
Facebook posts,"May 8, 2023","“Both murderers in Texas were not only illegals, but gang members” and were “most likely tied to MS-13.”",false,Facebook post,Immigration; National; Crime,Samantha Putterman,"May 10, 2023",https://www.politifact.com/factchecks/2023/may/10/facebook-posts/false-claims-spread-online-about-suspects-in-the-r/
Marc Short,"May 7, 2023","“This year, there have been 13,000 deaths by gun violence. The vast majority, 95% of them, are in inner cities, where you have some of the strictest gun control laws in the country.”",mostly-false,"remarks on CNN's ""State of the Union""",Legal Issues; Crime; Guns,Louis Jacobson,"May 10, 2023",https://www.politifact.com/factchecks/2023/may/10/marc-short/is-95-of-gun-violence-occurring-in-inner-cities-no/
Kirsten Gillibrand,"March 20, 2023",“Many law enforcement agencies didn’t submit their (hate crime) data to the FBI.”,true,speech at John Jay College of Criminal Justice,Crime; Race and Ethnicity; New York,Cameron Carr,"April 25, 2023",https://www.politifact.com/factchecks/2023/apr/25/kirsten-gillibrand/is-kristen-gillibrand-right-that-many-law-enforcem/
TikTok posts,"April 23, 2023",People are participating in “National Rape Day’” on April 24.,false,post,National; Crime,Gabrielle Settles,"April 24, 2023",https://www.politifact.com/factchecks/2023/apr/24/tiktok-posts/no-evidence-people-are-taking-part-in-sexual-assau/
X posts,"April 3, 2023",“Florida man charged with a hate crime” for defacing pride crosswalk.,mostly-false,Tweet,Crime; LGBTQ; Florida,Grace Abels,"April 7, 2023",https://www.politifact.com/factchecks/2023/apr/07/tweets/truck-driver-who-defaced-florida-pride-crosswalk-w/
X posts,"March 26, 2023",White House Press Secretary Karine Jean-Pierre was involved in a covered-up DUI accident,pants-fire,tweet,National; Alcohol; Crime; Facebook Fact-checks,Samantha Putterman,"April 5, 2023",https://www.politifact.com/factchecks/2023/apr/05/tweets/no-evidence-white-house-press-secretary-karine-jea/
Charles Schumer,"March 10, 2023",Sullivan County “has the highest opioid death rate in all of New York state” yet “it’s the only county in the Hudson Valley not included in the federal High-Intensity Drug Trafficking Area” program.,mostly-true,news release,Drugs; Crime; Public Health; New York,Conor Amendola,"April 4, 2023",https://www.politifact.com/factchecks/2023/apr/04/charles-schumer/fact-checking-chuck-schumer-sullivan-county-drug-t/
Joe Biden,"March 28, 2023","In the U.S., “you’re not allowed to own a machine gun.”",mostly-false,speech,National; Congress; Crime; Guns,Amy Sherman,"April 3, 2023",https://www.politifact.com/factchecks/2023/apr/03/joe-biden/biden-said-you-cant-own-a-machine-gun-you-can-in-m/
Ashbey Beasley,"March 27, 2023",“Gun violence is the number one killer of children and teens — it has overtaken cars.”,mostly-true,statement to the media,National; Children; Crime; Guns,Amy Sherman,"March 29, 2023",https://www.politifact.com/factchecks/2023/mar/29/ashbey-beasley/gun-violence-surpasses-car-accidents-leading-cause/
William Barclay,"March 7, 2023",“A proposal in Syracuse would pay gang members $100-$200 per week to stay out of trouble.”,mostly-true,tweet,Crime; New York,Marnique O. Panepento,"March 29, 2023",https://www.politifact.com/factchecks/2023/mar/29/william-barclay/syracuse-proposal-would-pay-gang-members-stay-away/
Donald Trump,"March 4, 2023","Violent crime in Manhattan is ""now at a record level.""",false,post on Truth Social,Crime; New York,Maria Ramirez Uribe,"March 24, 2023",https://www.politifact.com/factchecks/2023/mar/24/donald-trump/donald-trump-exaggerates-manhattan-crime-levels-at/
Darrin Madison,"February 8, 2023","Under a GOP bill on cash bail, ""a large quantity of people who are accused of crimes, including anyone who even witnesses certain crimes, could now be detained and subject to bail.""",half-true,News release,Criminal Justice; Legal Issues; Crime; Wisconsin,Madeline Heim,"March 17, 2023",https://www.politifact.com/factchecks/2023/mar/17/darrin-madison/madison-is-half-right-on-claim-about-gops-cash-bai/
